"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 26 22:03:31 UTC 2024","Thu Sep 26 22:03:33 UTC 2024","2070","tests","Widgets","TestWidgets","","","test_tabs[What]","Can switch between tabs, the tabs have content text"
"passed","Thu Sep 26 22:01:17 UTC 2024","Thu Sep 26 22:01:20 UTC 2024","3696","tests","Elements","TestElements","","","test_links","Simple link opens a new tab and leads to relevant URL"
"passed","Thu Sep 26 22:03:55 UTC 2024","Thu Sep 26 22:03:57 UTC 2024","1217","tests","Widgets","TestWidgets","","","test_delete_one_value_from_multiselect","Can delete a value from multiselect field"
"passed","Thu Sep 26 22:00:32 UTC 2024","Thu Sep 26 22:00:35 UTC 2024","3876","tests","test_alerts_frame_windows","TestModalDialogs","","","test_close_modal","Modal can be closed when clicking outside of it"
"passed","Thu Sep 26 22:02:19 UTC 2024","Thu Sep 26 22:02:21 UTC 2024","2226","tests","Interactions","TestInteractions","","","test_acceptable_drop","Drop element can accept or reject relevant drag elements"
"passed","Thu Sep 26 22:00:36 UTC 2024","Thu Sep 26 22:00:39 UTC 2024","2642","tests","Elements","TestElements","","","test_text_box","Info in the output form matches the input fields"
"broken","Thu Sep 26 22:00:46 UTC 2024","Thu Sep 26 22:00:58 UTC 2024","11380","tests","Elements","TestElements","","","test_radio_button[No]","Name of ticked radiobutton match the output result"
"passed","Thu Sep 26 22:02:05 UTC 2024","Thu Sep 26 22:02:07 UTC 2024","2251","tests","Interactions","TestInteractions","","","test_deselect_items[list]","Can deselect items in the List/Grid"
"passed","Thu Sep 26 22:01:13 UTC 2024","Thu Sep 26 22:01:16 UTC 2024","2955","tests","Elements","TestElements","","","test_different_click_types_on_the_buttons","Checking different types of clicks (double, right, left)"
"passed","Thu Sep 26 22:00:40 UTC 2024","Thu Sep 26 22:00:42 UTC 2024","2616","tests","Elements","TestElements","","","test_check_boxes","Titles of ticked checkboxes match the output results"
"passed","Thu Sep 26 22:02:24 UTC 2024","Thu Sep 26 22:02:28 UTC 2024","4244","tests","Interactions","TestInteractions","","","test_drop_revert_draggable","Drop element can revert or not revert relevant drag elements"
"broken","Thu Sep 26 22:03:35 UTC 2024","Thu Sep 26 22:03:37 UTC 2024","1999","tests","Widgets","TestWidgets","","","test_tabs[More]","Can switch between tabs, the tabs have content text"
"passed","Thu Sep 26 22:01:58 UTC 2024","Thu Sep 26 22:02:00 UTC 2024","2150","tests","Interactions","TestInteractions","","","test_change_items_order[grid]","Can change the order of the List/Grid"
"passed","Thu Sep 26 22:02:37 UTC 2024","Thu Sep 26 22:02:38 UTC 2024","1601","tests","Interactions","TestInteractions","","","test_cursor_style[center-move]","Check the cursor style and cursor location while dragging"
"passed","Thu Sep 26 22:00:43 UTC 2024","Thu Sep 26 22:00:45 UTC 2024","2040","tests","Elements","TestElements","","","test_radio_button[Yes]","Name of ticked radiobutton match the output result"
"passed","Thu Sep 26 22:02:35 UTC 2024","Thu Sep 26 22:02:37 UTC 2024","1599","tests","Interactions","TestInteractions","","","test_container_restricted_drag","The draggable element can not be drugged outside the container"
"passed","Thu Sep 26 22:01:20 UTC 2024","Thu Sep 26 22:01:22 UTC 2024","1136","tests","Elements","TestElements","","","test_broken_link","Broken link returns correct status code"
"passed","Thu Sep 26 22:03:38 UTC 2024","Thu Sep 26 22:03:41 UTC 2024","2575","tests","Widgets","TestWidgets","","","test_tool_tips[button-You hovered over the Button]","Check the tool tips text"
"broken","Thu Sep 26 22:00:21 UTC 2024","Thu Sep 26 22:00:32 UTC 2024","10702","tests","test_alerts_frame_windows","TestModalDialogs","","","test_modal_dialogs","Check page with the modal dialogs"
"passed","Thu Sep 26 22:03:09 UTC 2024","Thu Sep 26 22:03:11 UTC 2024","2902","tests","Widgets","TestWidgets","","","test_slider","Can move slider and change its value"
"failed","Thu Sep 26 22:02:13 UTC 2024","Thu Sep 26 22:02:15 UTC 2024","1969","tests","Interactions","TestInteractions","","","test_resize_resizable","Can resize the Resizable element"
"passed","Thu Sep 26 22:00:05 UTC 2024","Thu Sep 26 22:00:12 UTC 2024","7125","tests","Alerts Frames Windows","TestAlertsFrameWindows","","","test_delayed_alert","Alert appears after 5 seconds"
"passed","Thu Sep 26 22:03:45 UTC 2024","Thu Sep 26 22:03:50 UTC 2024","4222","tests","Widgets","TestWidgets","","","test_menu","Can open the menu/submenu, menu items have correct names"
"passed","Thu Sep 26 22:00:45 UTC 2024","Thu Sep 26 22:00:46 UTC 2024","1114","tests","Elements","TestElements","","","test_radio_button[Impressive]","Name of ticked radiobutton match the output result"
"passed","Thu Sep 26 22:02:01 UTC 2024","Thu Sep 26 22:02:03 UTC 2024","2429","tests","Interactions","TestInteractions","","","test_select_items[list]","Can select items in the List/Grid"
"passed","Thu Sep 26 22:03:17 UTC 2024","Thu Sep 26 22:03:19 UTC 2024","1266","tests","Widgets","TestWidgets","","","test_start_button_name_changes","Start/Stop button name changes when clicking on it"
